,avg_weeks,target,std_weeks,distance,prcp_from,wspd_from,prcp_to,wspd_to,tavg_from,tavg_to,year,month,day,weekday,week,number_of_days
496,10.6818181818,11.8114129581,8.22531726779,2352.0330372197063,0.0,16.2,0.0,11.2,13.0,7.8,2011,11,17,3,46,15295
5585,9.75,11.7813589831,6.38151112281,968.4139471761521,0.0,4.3,0.0,16.6,18.7,4.8,2011,11,17,3,46,15295
5007,9.5,11.5562180675,5.9160797831,2352.0330372197063,0.0,11.2,0.0,16.2,7.8,13.0,2011,11,17,3,46,15295
5584,9.05263157895,11.6739676689,5.72007851743,1925.9405745518982,0.3,16.8,0.0,16.6,10.3,4.8,2011,11,17,3,46,15295
500,13.6153846154,12.635893493,9.51242102969,1391.0394932855,4.1,9.2,0.0,16.9,8.5,-0.9,2011,11,17,3,46,15295
499,9.61111111111,11.7542315847,7.03887431583,1491.0953131260428,0.0,18.7,0.0,16.9,14.7,-0.9,2011,11,17,3,46,15295
5006,10.2105263158,12.2122698671,8.22313097554,1093.0584882782769,7.1,24.1,0.0,16.2,4.9,13.0,2011,11,17,3,46,15295
5586,8.5,12.8221411549,6.99789884432,1224.5071161271671,0.3,16.8,0.8,19.4,10.3,8.0,2011,11,17,3,46,15295
498,13.6666666667,12.6080094947,10.6267368572,2963.9779183721243,0.0,16.2,0.0,16.9,13.0,-0.9,2011,11,17,3,46,15295
497,9.63157894737,11.0082680593,6.60143525064,2431.752262455142,0.0,9.4,0.0,16.9,12.4,-0.9,2011,11,17,3,46,15295
1969,9.76470588235,10.8980686629,8.15114571521,2509.263091667265,0.0,25.2,0.0,13.6,12.8,3.3,2011,11,18,4,46,15296
8530,9.94736842105,12.2519235741,7.39724937025,2431.752262455142,0.0,24.1,0.0,29.9,14.0,5.2,2011,11,18,4,46,15296
1967,8.8125,11.6379631577,7.34137816308,2231.3448134878636,0.0,16.9,0.0,25.2,4.6,12.8,2011,11,18,4,46,15296
4955,10.4,12.7293174865,7.59085322158,4151.777426513749,0.0,21.6,0.3,13.7,5.1,11.5,2011,11,18,4,46,15296
8531,10.3333333333,11.6233644471,6.77003200386,2761.758288527489,2.0,8.6,0.0,29.9,2.7,5.2,2011,11,18,4,46,15296
1968,7.14285714286,12.996736998,7.38873511458,296.6953343179436,0.0,16.9,0.0,13.6,4.6,3.3,2011,11,18,4,46,15296
6067,9.61111111111,10.6436222767,7.4450053442,1092.4099523149664,0.0,13.7,0.0,18.0,5.0,9.4,2011,11,18,4,46,15296
7704,12.7083333333,11.3852913697,9.07207452747,959.3908039408326,28.2,14.0,0.0,7.9,23.6,5.6,2011,11,18,4,46,15296
8488,15.84375,13.4739899399,9.93887569094,3974.204435388782,0.0,6.5,0.0,21.6,14.7,5.1,2011,11,18,4,46,15296
3105,10.3,12.3758794399,7.37063876401,1154.4354791567973,0.0,29.9,0.0,16.9,5.2,4.6,2011,11,18,4,46,15296
3106,10.619047619,10.6436222767,7.71671037733,2431.752262455142,0.0,29.9,0.0,24.1,5.2,14.0,2011,11,18,4,46,15296
3107,11.1818181818,13.645184963,7.74373088152,1177.0302356818831,0.0,29.9,0.0,16.9,5.2,4.6,2011,11,18,4,46,15296
6845,12.0,11.0385935365,10.1931349447,4193.040474037383,0.0,13.6,0.0,6.5,3.3,14.7,2011,11,18,4,46,15296
3109,9.63157894737,11.3131445172,6.59301420121,804.7565558911061,0.0,21.9,0.0,16.9,2.6,4.6,2011,11,18,4,46,15296
3108,11.8095238095,11.1123175924,8.98119729,1768.376935293595,28.2,14.0,0.0,16.9,23.6,4.6,2011,11,18,4,46,15296
7703,11.4090909091,10.9826146183,7.75615940128,3434.6793173256915,0.3,13.7,0.0,7.9,11.5,5.6,2011,11,18,4,46,15296
7705,7.9375,10.5933842018,5.63877941875,364.26621140416734,0.0,7.2,0.0,7.9,4.1,5.6,2011,11,18,4,46,15296
6846,10.380952381,11.6952413873,6.77846730815,450.14670855770964,0.0,13.6,0.0,14.0,3.3,4.1,2011,11,18,4,46,15296
837,14.7407407407,9.82442774909,10.6720072101,2313.1821871777165,0.0,27.4,0.0,7.9,10.4,17.3,2011,11,19,5,46,15297
1292,13.6538461538,12.0736491913,9.5621851381,543.1729331167514,7.9,12.6,0.0,9.7,10.0,13.7,2011,11,19,5,46,15297
834,10.9545454545,10.2212587157,7.26031137157,1174.5829287181548,0.0,9.7,0.0,27.0,11.1,21.3,2011,11,19,5,46,15297
835,9.11111111111,10.2134717492,6.06716222927,2231.3448134878636,0.0,14.4,0.0,27.0,6.5,21.3,2011,11,19,5,46,15297
1293,14.2307692308,10.2212587157,8.90082105115,4193.040474037383,0.0,14.0,0.0,9.7,6.6,13.7,2011,11,19,5,46,15297
833,7.23529411765,9.52246451678,5.22648796713,1031.6020226928815,0.0,14.4,0.0,27.0,-0.5,21.3,2011,11,19,5,46,15297
836,9.26315789474,9.89053507658,6.09044885468,968.4139471761521,0.0,14.4,0.0,7.9,-0.5,17.3,2011,11,19,5,46,15297
8754,16.8529411765,9.8340163345,10.5604532528,1511.2132640938614,0.0,14.4,0.0,13.5,6.5,21.5,2011,11,19,5,46,15297
841,12.2,9.68473862531,10.4408106158,1521.1963320926723,0.0,14.0,0.0,9.7,6.6,11.1,2011,11,19,5,46,15297
1295,4.0,8.95938277645,2.73861278753,296.6953343179436,0.0,14.4,0.0,14.0,6.5,6.6,2011,11,19,5,46,15297
1296,12.0,10.289915883,8.24621125124,4341.235523813961,7.9,12.6,0.0,14.0,10.0,6.6,2011,11,19,5,46,15297
842,10.0,10.1899138475,7.17137165601,1459.0567901596264,5.3,22.3,0.0,9.7,-0.8,11.1,2011,11,19,5,46,15297
1298,10.2631578947,10.0419527467,7.65827152868,2231.3448134878636,0.0,27.0,0.0,14.4,21.3,6.5,2011,11,19,5,46,15297
1299,8.17647058824,9.6950709274,5.35298157709,804.7565558911061,0.0,22.2,0.0,14.4,8.0,6.5,2011,11,19,5,46,15297
838,11.52,9.88123343258,8.10925397309,1553.2513524704468,0.0,14.4,7.9,12.6,-0.5,10.0,2011,11,19,5,46,15297
839,12.7307692308,9.98990353351,8.06750366499,1925.9405745518982,0.0,14.4,0.0,9.7,-0.5,11.1,2011,11,19,5,46,15297
840,9.52631578947,9.76583730479,6.65305628225,3434.6793173256915,7.9,12.6,0.0,9.7,10.0,11.1,2011,11,19,5,46,15297
1297,12.76,10.9249033094,8.78104018136,1224.5071161271671,0.0,9.7,0.0,14.4,11.1,6.5,2011,11,19,5,46,15297
1294,8.94117647059,9.81478961003,6.95045491529,1521.1963320926723,0.0,9.7,0.0,14.0,11.1,6.6,2011,11,19,5,46,15297
1300,8.82352941176,9.63220062275,6.61660122455,364.26621140416734,0.0,9.7,0.0,4.0,11.1,5.8,2011,11,19,5,46,15297
1290,12.5384615385,11.1314948899,8.95424265577,3125.8186221876726,0.0,9.7,0.0,9.7,11.1,13.7,2011,11,19,5,46,15297
2394,11.6086956522,9.48824381803,8.06078684652,2761.758288527489,0.0,27.4,0.0,9.7,10.4,2.0,2011,11,19,5,46,15297
5829,15.9,10.6864971708,10.9807040789,1385.4629645185505,0.0,9.7,0.0,14.4,13.7,-0.5,2011,11,19,5,46,15297
5830,15.71875,12.6230757397,9.77565895807,3974.204435388782,0.0,9.7,0.0,23.0,13.7,7.9,2011,11,19,5,46,15297
5831,13.3333333333,11.4142063017,8.4170157328,2802.168082731425,0.0,9.7,0.0,27.4,13.7,10.4,2011,11,19,5,46,15297
5832,13.6666666667,11.2290625687,9.18610991577,2963.9779183721243,7.9,12.6,0.0,27.4,10.0,10.4,2011,11,19,5,46,15297
2392,11.9047619048,9.7155653727,9.2352843048,376.72429941923696,0.0,27.4,0.0,22.2,10.4,8.0,2011,11,19,5,46,15297
5833,10.3888888889,9.45338344316,7.94939057145,1088.3080558905829,0.0,11.2,0.0,27.4,6.5,10.4,2011,11,19,5,46,15297
2395,12.5416666667,10.1499770804,8.79712980202,2431.752262455142,0.0,27.4,0.0,22.3,10.4,13.0,2011,11,19,5,46,15297
2393,11.6842105263,9.95437911171,9.7413929621,536.5409602455643,0.0,27.4,5.3,22.3,10.4,-0.8,2011,11,19,5,46,15297
2396,12.6666666667,9.66390069058,9.13981574672,1694.934467213398,0.0,27.0,0.0,22.3,21.3,13.0,2011,11,19,5,46,15297
1291,16.4193548387,11.4467121486,11.0657856885,379.99144221706285,0.0,22.3,0.0,9.7,13.0,13.7,2011,11,19,5,46,15297
644,12.25,10.7809465046,8.76380897932,1694.934467213398,0.0,16.9,0.3,18.4,12.3,17.4,2011,11,20,6,46,15298
8491,14.5517241379,11.1551924865,9.55654677208,1757.111034421543,5.8,15.5,0.0,20.5,25.3,12.8,2011,11,20,6,46,15298
8068,9.1,11.1123175924,6.99548726718,1224.5071161271671,0.0,18.4,3.0,4.8,12.8,14.8,2011,11,20,6,46,15298
8599,8.0625,10.4060608467,5.5793518142,1391.0394932855,0.0,14.4,0.0,18.7,14.5,6.0,2011,11,20,6,46,15298
6343,14.7586206897,12.351242678,11.0280654061,543.1729331167514,4.3,16.9,24.9,10.4,10.7,10.7,2011,11,20,6,46,15298
8598,8.64705882353,9.8718851636,6.23439227662,1088.3080558905829,1.0,16.6,0.0,18.7,13.4,6.0,2011,11,20,6,46,15298
8597,8.88888888889,10.3269941571,5.97926701084,1154.4354791567973,0.0,18.4,0.0,18.7,12.8,6.0,2011,11,20,6,46,15298
8875,12.7407407407,10.9460964437,9.06639014159,1757.111034421543,0.0,20.5,5.8,15.5,12.8,25.3,2011,11,20,6,46,15298
6344,12.625,10.8376370626,8.86523498303,1088.3080558905829,0.0,18.7,1.0,16.6,6.0,13.4,2011,11,20,6,46,15298
6345,16.15625,10.6682427762,10.442189163,1388.871587348477,0.0,12.6,1.0,16.6,22.1,13.4,2011,11,20,6,46,15298
2919,11.4583333333,10.1499770804,8.83657993386,1925.9405745518982,3.0,4.8,0.0,6.5,14.8,-0.9,2011,11,20,6,46,15298
3652,14.3333333333,10.992918378,9.80972829546,3941.0235676343978,24.9,10.4,0.0,18.4,10.7,12.8,2011,11,20,6,46,15298
2918,10.0526315789,10.1418860666,7.76368815713,957.776642713542,3.0,4.8,0.0,17.9,14.8,10.3,2011,11,20,6,46,15298
2921,9.26315789474,10.7809465046,6.02625833114,968.4139471761521,0.0,9.4,0.0,6.5,17.2,-0.9,2011,11,20,6,46,15298
2922,10.6363636364,9.99867990621,8.30688443427,364.26621140416734,3.0,4.8,0.0,10.4,14.8,14.0,2011,11,20,6,46,15298
6346,13.9259259259,11.7981153919,9.53506050937,1391.0394932855,0.0,18.7,0.0,14.4,6.0,14.5,2011,11,20,6,46,15298
6342,13.1153846154,11.7947761327,10.4358111255,2802.168082731425,0.0,18.7,24.9,10.4,6.0,10.7,2011,11,20,6,46,15298
2542,9.38888888889,9.8718851636,6.93786616534,1092.4099523149664,0.0,6.5,0.0,9.4,-0.9,-6.2,2011,11,20,6,46,15298
2541,12.1818181818,10.5806103453,9.40939937173,968.4139471761521,0.0,6.5,0.0,9.4,-0.9,17.2,2011,11,20,6,46,15298
8339,9.0,10.4130852458,6.25911100622,2231.3448134878636,0.3,18.4,0.0,18.4,17.4,12.8,2011,11,20,6,46,15298
8340,9.88235294118,10.2290133038,8.29067513039,874.9324434757018,0.0,10.4,0.0,18.4,14.0,12.8,2011,11,20,6,46,15298
2920,9.05555555556,9.66390069058,6.27293178686,1645.71739858322,0.0,5.4,0.0,6.5,0.7,-0.9,2011,11,20,6,46,15298
4329,11.6818181818,10.8376370626,9.9397535834,664.8419403440406,0.0,12.6,0.0,7.6,12.4,11.2,2011,11,21,0,47,15299
4334,10.7727272727,10.8320449272,9.1699915261,1983.2728516097663,10.2,14.4,0.0,7.6,10.4,11.2,2011,11,21,0,47,15299
4333,11.5454545455,10.4683478299,8.57308786248,2215.3690739508866,0.0,18.4,0.0,7.6,24.6,11.2,2011,11,21,0,47,15299
4332,11.5,10.0247639084,7.07106781187,3941.0235676343978,3.6,12.6,0.0,7.6,11.4,11.2,2011,11,21,0,47,15299
5713,10.25,9.18920866311,9.5324008868,2509.263091667265,10.2,14.4,0.0,9.4,10.4,7.2,2011,11,21,0,47,15299
6929,11.0454545455,10.7460861298,9.17801344169,1290.7817443101533,10.2,14.4,0.0,14.8,10.4,6.0,2011,11,21,0,47,15299
4331,14.5333333333,11.0082680593,10.3515227377,379.99144221706285,0.0,12.6,0.0,7.6,12.4,11.2,2011,11,21,0,47,15299
1783,12.64,10.9355299806,8.21015631195,3941.0235676343978,0.0,7.6,3.6,12.6,11.2,11.4,2011,11,21,0,47,15299
6928,9.31578947368,9.52246451678,6.182885263,1694.934467213398,10.2,14.4,0.0,12.6,10.4,12.4,2011,11,21,0,47,15299
4330,7.66666666667,10.5612839988,5.43409714347,1093.0584882782769,7.6,18.7,0.0,7.6,6.2,11.2,2011,11,21,0,47,15299
6930,8.5,11.317466595,5.33853912602,1391.0394932855,0.0,9.4,0.0,14.8,7.2,6.0,2011,11,21,0,47,15299
6931,10.1052631579,9.73583704789,7.60040011258,2313.1821871777165,0.5,6.5,0.0,14.8,16.4,6.0,2011,11,21,0,47,15299
383,12.08,11.2290625687,9.09175450614,1290.7817443101533,0.0,14.8,10.2,14.4,6.0,10.4,2011,11,21,0,47,15299
4989,10.7142857143,10.3705364249,7.49761866957,1553.2513524704468,0.0,7.6,0.0,6.1,11.2,2.9,2011,11,21,0,47,15299
2415,10.5263157895,10.8095071816,8.50077395857,968.4139471761521,0.0,6.1,0.5,6.5,2.9,16.4,2011,11,21,0,47,15299
384,12.3043478261,11.0733610688,10.0834463021,1174.5829287181548,0.0,3.0,10.2,14.4,17.2,10.4,2011,11,21,0,47,15299
385,14.1481481481,11.4345887532,9.73772878157,1983.2728516097663,0.0,7.6,10.2,14.4,11.2,10.4,2011,11,21,0,47,15299
386,10.8695652174,10.1008959385,8.6460939569,1491.0953131260428,0.0,14.8,0.0,18.4,6.0,24.6,2011,11,21,0,47,15299
1279,12.8461538462,10.4478157793,9.43903515278,959.3908039408326,0.0,3.0,0.3,14.0,17.2,25.4,2011,11,21,0,47,15299
4988,9.73684210526,10.2056521329,7.4821424833,1645.71739858322,7.6,18.7,0.0,6.1,6.2,2.9,2011,11,21,0,47,15299
7986,9.83333333333,10.0074151716,7.01469046736,364.26621140416734,2.0,7.9,0.0,3.0,18.3,17.2,2011,11,21,0,47,15299
1785,11.619047619,10.3269941571,9.67200181181,3609.302980543453,0.0,12.6,4.6,11.2,12.4,11.7,2011,11,21,0,47,15299
1784,14.8709677419,12.8602810477,10.2818349059,3974.204435388782,0.0,7.6,4.6,11.2,11.2,11.7,2011,11,21,0,47,15299
5712,9.21052631579,10.2290133038,6.00535823123,4341.235523813961,0.0,7.6,0.0,9.4,11.2,7.2,2011,11,21,0,47,15299
4629,16.0,10.5997384695,10.5546198416,650.7999347470229,25.0,6.8,0.0,9.4,17.9,22.9,2011,11,22,1,47,15300
2719,8.94444444444,11.0485934305,6.32894584868,976.059253098802,6.1,18.4,25.0,6.8,5.5,17.9,2011,11,22,1,47,15300
2716,13.28,11.1362585598,9.41859862188,322.308613012642,2.8,0.8,42.9,15.5,3.0,8.0,2011,11,22,1,47,15300
7976,12.2173913043,10.992918378,9.14507578247,874.9324434757018,3.8,12.2,42.9,15.5,17.9,8.0,2011,11,22,1,47,15300
2717,10.0,10.1819946179,7.25718035236,2761.758288527489,6.1,18.4,44.7,23.4,5.5,7.9,2011,11,22,1,47,15300
6735,11.6363636364,10.3343221655,8.8884379395,2215.3690739508866,12.7,16.9,0.0,6.8,19.5,11.9,2011,11,22,1,47,15300
1984,10.9523809524,10.7460861298,7.97167605009,2231.3448134878636,42.9,15.5,2.3,14.4,8.0,11.2,2011,11,22,1,47,15300
2715,12.6666666667,11.4142063017,9.15882404957,1154.4354791567973,6.1,18.4,42.9,15.5,5.5,8.0,2011,11,22,1,47,15300
3856,9.0,10.1418860666,6.25911100622,2352.0330372197063,2.3,14.4,0.0,9.7,11.2,11.4,2011,11,22,1,47,15300
2714,8.57894736842,10.7693986302,6.55163923062,376.72429941923696,6.1,18.4,26.5,21.9,5.5,2.9,2011,11,22,1,47,15300
3854,13.6071428571,10.4409212216,9.91945072297,4341.235523813961,2.8,0.8,0.0,9.7,3.0,11.4,2011,11,22,1,47,15300
2718,14.4074074074,10.6249412281,10.2140900391,1491.0953131260428,6.1,18.4,12.7,16.9,5.5,19.5,2011,11,22,1,47,15300
3855,9.04761904762,9.56713673055,6.12761120239,3434.6793173256915,25.0,6.8,0.0,9.7,17.9,11.4,2011,11,22,1,47,15300
2722,11.1904761905,10.2212587157,8.39415896692,364.26621140416734,3.8,12.2,25.0,6.8,17.9,17.9,2011,11,22,1,47,15300
5152,12.7391304348,9.6950709274,9.62108192416,2092.855649299586,2.3,14.4,42.2,13.7,11.2,9.9,2011,11,22,1,47,15300
5153,14.7407407407,9.72572875347,10.8152050821,1694.934467213398,2.3,14.4,0.0,9.4,11.2,11.2,2011,11,22,1,47,15300
8854,11.5,10.9195671805,9.49515111711,1757.111034421543,38.1,18.0,0.0,13.0,9.3,24.7,2011,11,22,1,47,15300
5154,10.8181818182,11.4507358303,7.04837950735,1290.7817443101533,2.3,14.4,6.1,18.4,11.2,5.5,2011,11,22,1,47,15300
5155,10.9523809524,11.4944326819,8.0961484082,1154.4354791567973,42.9,15.5,6.1,18.4,8.0,5.5,2011,11,22,1,47,15300
5156,15.9375,11.9791998574,10.1024988924,2802.168082731425,0.0,6.8,6.1,18.4,11.9,5.5,2011,11,22,1,47,15300
2721,9.4,9.7953626036,7.56306816048,1459.0567901596264,0.0,6.8,25.0,6.8,2.0,17.9,2011,11,22,1,47,15300
2720,11.4761904762,11.2017030205,9.30923760369,1071.232955569221,42.2,13.7,25.0,6.8,9.9,17.9,2011,11,22,1,47,15300
94,11.3333333333,10.2673098395,9.13418487515,376.72429941923696,0.0,9.7,0.0,14.8,4.3,5.9,2011,11,23,2,47,15301
93,13.2307692308,10.3705364249,8.88282699283,2313.1821871777165,0.0,9.7,0.0,6.5,4.3,18.6,2011,11,23,2,47,15301
1233,11.1818181818,10.5612839988,8.12190667056,1092.4099523149664,0.0,15.8,0.0,10.1,9.9,6.1,2011,11,23,2,47,15301
1234,14.0714285714,10.8980686629,10.6559966474,3125.8186221876726,0.0,13.5,0.0,9.0,13.7,14.3,2011,11,23,2,47,15301
95,11.0476190476,10.1418860666,8.32151542975,1425.6593718549848,0.0,9.7,0.0,15.8,4.3,9.9,2011,11,23,2,47,15301
96,9.68421052632,10.5612839988,7.31856567292,1031.6020226928815,0.0,3.6,0.0,15.8,12.5,9.9,2011,11,23,2,47,15301
97,11.9565217391,10.0419527467,8.26536179085,2761.758288527489,0.0,9.7,14.0,16.9,4.3,8.1,2011,11,23,2,47,15301
98,12.64,11.1457495511,8.46010244225,1391.0394932855,0.0,9.7,37.1,16.9,4.3,5.6,2011,11,23,2,47,15301
99,11.125,9.90900033391,8.10427959945,4341.235523813961,0.0,18.4,37.1,16.9,12.3,5.6,2011,11,23,2,47,15301
100,15.6666666667,12.4875026428,10.6994937575,1177.0302356818831,0.0,9.7,16.5,17.3,4.3,8.5,2011,11,23,2,47,15301
101,6.61538461538,9.6950709274,5.07507736457,296.6953343179436,37.1,16.9,16.5,17.3,5.6,8.5,2011,11,23,2,47,15301
3896,11.1363636364,10.289915883,7.70463963216,322.308613012642,37.1,16.9,16.5,17.3,5.6,8.5,2011,11,23,2,47,15301
91,12.16,11.1219308907,7.64678581715,1174.5829287181548,0.0,13.5,0.0,3.6,13.7,12.5,2011,11,23,2,47,15301
92,9.11111111111,9.74589084989,6.40669584372,2092.855649299586,19.6,17.6,0.0,3.6,12.4,12.5,2011,11,23,2,47,15301
7997,8.94444444444,9.9633238567,5.9850030441,364.26621140416734,3.0,18.0,0.0,13.5,15.8,13.7,2011,11,23,2,47,15301
1232,12.0,10.1899138475,8.63397096042,1459.0567901596264,0.0,13.5,0.0,10.1,13.7,6.1,2011,11,23,2,47,15301
7419,11.4090909091,10.6123824213,8.1279007476,3609.302980543453,18.8,24.1,0.0,9.4,9.3,11.8,2011,11,23,2,47,15301
7418,13.5769230769,11.1598960848,9.6754248565,664.8419403440406,0.0,18.4,0.0,9.4,12.3,11.8,2011,11,23,2,47,15301
4958,13.84,11.0031655233,9.99032865659,1093.0584882782769,14.0,16.9,0.0,18.4,8.1,12.3,2011,11,23,2,47,15301
8716,10.9545454545,10.6925424784,7.40319926163,874.9324434757018,16.5,17.3,3.0,18.0,8.5,15.8,2011,11,23,2,47,15301
6209,10.65,9.94539125936,7.40749975576,1425.6593718549848,0.0,15.8,0.0,9.7,9.9,4.3,2011,11,23,2,47,15301
90,14.037037037,11.0880652902,9.80769510083,1290.7817443101533,0.0,9.7,0.0,3.6,4.3,12.5,2011,11,23,2,47,15301
8469,12.44,10.2824109402,9.43433445807,4151.777426513749,3.3,17.3,0.0,15.5,12.0,7.4,2011,11,24,3,47,15302
2565,10.1666666667,9.2160433096,9.2307032426,1198.955251895228,0.0,10.8,0.0,1.9,7.4,9.4,2011,11,24,3,47,15302
7623,12.4285714286,9.72572875347,8.35805855789,2215.3690739508866,0.0,9.4,0.0,6.5,14.3,11.8,2011,11,24,3,47,15302
2567,10.1764705882,8.28543688267,7.30783222062,1425.6593718549848,0.0,17.6,0.0,22.3,10.4,6.4,2011,11,24,3,47,15302
2564,8.4,8.47313461818,7.44311762637,1925.9405745518982,0.0,17.6,0.0,1.9,10.4,9.4,2011,11,24,3,47,15302
2563,11.0434782609,10.6249412281,8.79296341023,4151.777426513749,0.0,15.5,3.3,17.3,7.4,12.0,2011,11,24,3,47,15302
4942,14.1153846154,11.5255812265,10.3820110694,3974.204435388782,0.0,15.5,0.0,9.4,7.4,14.3,2011,11,24,3,47,15302
4943,9.0,9.44161699558,7.14142842854,3941.0235676343978,0.0,10.8,0.0,9.4,7.4,14.3,2011,11,24,3,47,15302
2249,9.89473684211,9.35710525328,7.29455456596,2313.1821871777165,0.0,22.3,0.0,7.6,6.4,15.8,2011,11,24,3,47,15302
2250,11.0454545455,9.7953626036,7.79179832979,968.4139471761521,0.0,17.6,0.0,7.6,10.4,15.8,2011,11,24,3,47,15302
2251,9.41176470588,9.3322385415,7.89824999232,2431.752262455142,0.0,22.3,0.0,7.9,6.4,12.3,2011,11,24,3,47,15302
2252,10.8636363636,9.62151305336,9.36709262484,1694.934467213398,0.0,13.0,0.0,7.9,10.0,12.3,2011,11,24,3,47,15302
6916,6.5,7.09933325209,4.18330013267,2509.263091667265,0.0,13.0,0.0,4.3,10.0,2.9,2011,11,24,3,47,15302
2568,10.6842105263,8.45318816328,8.21957441166,376.72429941923696,0.3,21.1,0.0,22.3,4.6,6.4,2011,11,24,3,47,15302
6917,5.22222222222,5.58696805959,5.62978191802,296.6953343179436,0.0,10.8,0.0,4.3,7.4,2.9,2011,11,24,3,47,15302
4947,12.9285714286,10.757778806,8.79784725954,1757.111034421543,0.0,15.5,0.3,15.5,7.4,23.3,2011,11,24,3,47,15302
8391,12.4545454545,9.99867990621,10.1593366522,804.7565558911061,0.3,21.1,0.0,10.8,4.6,7.4,2011,11,24,3,47,15302
2571,11.8,8.81646366787,9.66600118701,536.5409602455643,0.0,14.4,0.0,22.3,8.4,6.4,2011,11,24,3,47,15302
4944,11.6666666667,9.57813956928,9.77922969018,2215.3690739508866,0.0,6.5,0.0,9.4,11.8,14.3,2011,11,24,3,47,15302
4946,14.8275862069,10.2520854631,11.0714206261,1521.7251135396325,0.0,15.5,0.0,14.2,7.4,19.2,2011,11,24,3,47,15302
4945,11.3684210526,9.91816485237,9.78212954727,1983.2728516097663,0.0,13.0,0.0,9.4,10.0,14.3,2011,11,24,3,47,15302
2562,10.6666666667,9.49972062814,7.30981075906,1553.2513524704468,0.0,17.6,3.3,17.3,10.4,12.0,2011,11,24,3,47,15302
2566,7.5,9.20267425052,6.97614984549,1521.1963320926723,0.0,4.3,0.0,1.9,2.9,9.4,2011,11,24,3,47,15302
2570,10.2105263158,8.6972008469,8.26356761379,1088.3080558905829,0.0,9.4,0.0,22.3,7.6,6.4,2011,11,24,3,47,15302
2569,11.0476190476,8.76628192053,7.50650511541,2431.752262455142,0.0,7.9,0.0,22.3,12.3,6.4,2011,11,24,3,47,15302
8390,9.36842105263,8.83289527861,6.42227483335,874.9324434757018,0.0,4.7,0.0,10.8,9.2,7.4,2011,11,24,3,47,15302
7393,9.63157894737,8.79988599646,6.44817395612,1925.9405745518982,0.0,19.1,0.0,2.2,8.6,8.4,2011,11,25,4,47,15303
7394,10.3333333333,9.22931721443,6.86537204624,1071.232955569221,0.0,10.8,0.0,2.2,9.9,8.4,2011,11,25,4,47,15303
7396,9.125,7.8965059765,7.00357051796,364.26621140416734,0.0,6.1,0.0,2.2,9.6,8.4,2011,11,25,4,47,15303
7860,13.36,9.81478961003,9.5954850494,1768.376935293595,0.0,20.2,0.0,14.0,23.4,10.3,2011,11,25,4,47,15303
7382,11.8636363636,9.6950709274,8.83335375314,2431.752262455142,0.0,27.0,0.0,11.9,10.1,13.8,2011,11,25,4,47,15303
7383,8.70588235294,9.91816485237,6.32222968859,1009.7230229928946,0.0,19.1,0.0,11.9,8.6,13.8,2011,11,25,4,47,15303
7384,10.6818181818,10.4478157793,8.6320905355,664.8419403440406,0.0,7.6,0.0,11.9,11.5,13.8,2011,11,25,4,47,15303
7395,13.08,9.68473862531,10.7545339276,959.3908039408326,0.0,20.2,0.0,2.2,23.4,8.4,2011,11,25,4,47,15303
1751,16.7741935484,10.4340010809,11.4679544163,1983.2728516097663,0.0,6.8,0.0,18.0,13.5,15.7,2011,11,25,4,47,15303
1752,11.0434782609,9.42977583989,6.85882484547,3941.0235676343978,0.0,6.8,0.0,14.0,13.5,10.3,2011,11,25,4,47,15303
8150,10.6,8.6972008469,8.65356634725,322.308613012642,0.0,14.0,0.0,6.0,10.3,7.4,2011,11,25,4,47,15303
5501,17.3243243243,12.2015515862,11.1506204463,3974.204435388782,0.0,4.7,0.0,9.4,15.9,10.9,2011,11,26,5,47,15304
5911,14.0740740741,10.4200832868,9.59537519179,2215.3690739508866,24.6,16.9,0.0,4.7,16.8,15.9,2011,11,26,5,47,15304
5500,14.275862069,11.2515595334,8.87169073806,4151.777426513749,0.0,7.2,0.0,9.4,11.8,10.9,2011,11,26,5,47,15304
6997,10.9090909091,10.0504881198,7.40597629273,1645.71739858322,0.0,23.0,0.5,4.3,-2.1,7.6,2011,11,26,5,47,15304
5499,13.5925925926,10.3561349961,10.341325831,3609.302980543453,0.0,10.1,0.0,9.4,13.8,10.9,2011,11,26,5,47,15304
4752,14.8214285714,10.4751419203,10.2381044666,4118.396447609655,0.0,6.8,0.0,7.2,11.9,11.8,2011,11,26,5,47,15304
8478,16.0606060606,11.7439562102,11.1885527268,2802.168082731425,0.0,4.7,25.7,18.0,15.9,12.0,2011,11,26,5,47,15304
5498,12.48,9.67434876136,8.31725114847,1645.71739858322,0.5,4.3,0.0,23.0,7.6,-2.1,2011,11,26,5,47,15304
5910,13.7916666667,10.4409212216,10.7298007059,1536.9095376097187,0.5,4.3,0.0,4.7,7.6,15.9,2011,11,26,5,47,15304
5497,12.3913043478,10.0504881198,9.8152901612,1553.2513524704468,0.0,7.2,0.0,23.0,11.8,-2.1,2011,11,26,5,47,15304
8350,8.83333333333,9.63220062275,5.74200211035,2231.3448134878636,1.5,32.0,0.0,6.8,14.0,11.9,2011,11,26,5,47,15304
5496,11.4090909091,9.78557268213,8.24424238287,1009.7230229928946,0.0,10.1,0.0,23.0,13.8,-2.1,2011,11,26,5,47,15304
2208,13.1153846154,9.56713673055,8.75135154397,2313.1821871777165,25.7,18.0,0.0,6.1,12.0,17.0,2011,11,26,5,47,15304
